Player,starting_11,team,game,Season
Fred,Y,Manchester Utd,Brighton vs Manchester Utd,2018
Ashley Young,Y,Manchester Utd,Brighton vs Manchester Utd,2018
Luke Shaw,Y,Manchester Utd,Brighton vs Manchester Utd,2018
Wayne Hennessey,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Patrick van Aanholt,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Luka Milivojević,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
James Tomkins,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Andros Townsend,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Wilfried Zaha,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Mamadou Sakho,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Jeffrey Schlupp,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Christian Benteke,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
James McArthur,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Aaron Wan-Bissaka,Y,Crystal Palace,Crystal Palace vs Liverpool,2018
Alisson,Y,Liverpool,Crystal Palace vs Liverpool,2018
Virgil van Dijk,Y,Liverpool,Crystal Palace vs Liverpool,2018
Georginio Wijnaldum,Y,Liverpool,Crystal Palace vs Liverpool,2018
James Milner,Y,Liverpool,Crystal Palace vs Liverpool,2018
Naby Keïta,Y,Liverpool,Crystal Palace vs Liverpool,2018
Roberto Firmino,Y,Liverpool,Crystal Palace vs Liverpool,2018
Sadio Mané,Y,Liverpool,Crystal Palace vs Liverpool,2018
Mohamed Salah,Y,Liverpool,Crystal Palace vs Liverpool,2018
Joe Gomez,Y,Liverpool,Crystal Palace vs Liverpool,2018
Andrew Robertson,Y,Liverpool,Crystal Palace vs Liverpool,2018
Trent Alexander-Arnold,Y,Liverpool,Crystal Palace vs Liverpool,2018
Rui Patrício,Y,Wolves,Wolves vs Manchester City,2018
Matt Doherty,Y,Wolves,Wolves vs Manchester City,2018
Ryan Bennett,Y,Wolves,Wolves vs Manchester City,2018
Rúben Neves,Y,Wolves,Wolves vs Manchester City,2018
Raúl Jiménez,Y,Wolves,Wolves vs Manchester City,2018
Hélder Costa,Y,Wolves,Wolves vs Manchester City,2018
Willy Boly,Y,Wolves,Wolves vs Manchester City,2018
Conor Coady,Y,Wolves,Wolves vs Manchester City,2018
Diogo Jota,Y,Wolves,Wolves vs Manchester City,2018
Jonny Castro,Y,Wolves,Wolves vs Manchester City,2018
João Moutinho,Y,Wolves,Wolves vs Manchester City,2018
Ederson,Y,Manchester City,Wolves vs Manchester City,2018
Kyle Walker,Y,Manchester City,Wolves vs Manchester City,2018
Vincent Kompany,Y,Manchester City,Wolves vs Manchester City,2018
Raheem Sterling,Y,Manchester City,Wolves vs Manchester City,2018
İlkay Gündoğan,Y,Manchester City,Wolves vs Manchester City,2018
Sergio Agüero,Y,Manchester City,Wolves vs Manchester City,2018
Aymeric Laporte,Y,Manchester City,Wolves vs Manchester City,2018
Bernardo Silva,Y,Manchester City,Wolves vs Manchester City,2018
David Silva,Y,Manchester City,Wolves vs Manchester City,2018
Benjamin Mendy,Y,Manchester City,Wolves vs Manchester City,2018
Fernandinho,Y,Manchester City,Wolves vs Manchester City,2018
Petr Čech,Y,Arsenal,Arsenal vs West Ham,2018
Héctor Bellerín,Y,Arsenal,Arsenal vs West Ham,2018
Sokratis Papastathopoulos,Y,Arsenal,Arsenal vs West Ham,2018
Henrikh Mkhitaryan,Y,Arsenal,Arsenal vs West Ham,2018
Aaron Ramsey,Y,Arsenal,Arsenal vs West Ham,2018
Pierre-Emerick Aubameyang,Y,Arsenal,Arsenal vs West Ham,2018
Alex Iwobi,Y,Arsenal,Arsenal vs West Ham,2018
Nacho Monreal,Y,Arsenal,Arsenal vs West Ham,2018
Shkodran Mustafi,Y,Arsenal,Arsenal vs West Ham,2018
Mattéo Guendouzi,Y,Arsenal,Arsenal vs West Ham,2018
Granit Xhaka,Y,Arsenal,Arsenal vs West Ham,2018
Łukasz Fabiański,Y,West Ham,Arsenal vs West Ham,2018
Fabián Balbuena,Y,West Ham,Arsenal vs West Ham,2018
Marko Arnautović,Y,West Ham,Arsenal vs West Ham,2018
Felipe Anderson,Y,West Ham,Arsenal vs West Ham,2018
Robert Snodgrass,Y,West Ham,Arsenal vs West Ham,2018
Carlos Sánchez,Y,West Ham,Arsenal vs West Ham,2018
Jack Wilshere,Y,West Ham,Arsenal vs West Ham,2018
Issa Diop,Y,West Ham,Arsenal vs West Ham,2018
Ryan Fredericks,Y,West Ham,Arsenal vs West Ham,2018
Arthur Masuaku,Y,West Ham,Arsenal vs West Ham,2018
Michail Antonio,Y,West Ham,Arsenal vs West Ham,2018
Alex McCarthy,Y,Southampton,Southampton vs Leicester City,2018
Cédric Soares,Y,Southampton,Southampton vs Leicester City,2018
Jannik Vestergaard,Y,Southampton,Southampton vs Leicester City,2018
Wesley Hoedt,Y,Southampton,Southampton vs Leicester City,2018
Shane Long,Y,Southampton,Southampton vs Leicester City,2018
Danny Ings,Y,Southampton,Southampton vs Leicester City,2018
Mohamed Elyounoussi,Y,Southampton,Southampton vs Leicester City,2018
Mario Lemina,Y,Southampton,Southampton vs Leicester City,2018
Ryan Bertrand,Y,Southampton,Southampton vs Leicester City,2018
Nathan Redmond,Y,Southampton,Southampton vs Leicester City,2018
Pierre Højbjerg,Y,Southampton,Southampton vs Leicester City,2018
Kasper Schmeichel,Y,Leicester City,Southampton vs Leicester City,2018
Ben Chilwell,Y,Leicester City,Southampton vs Leicester City,2018
Wes Morgan,Y,Leicester City,Southampton vs Leicester City,2018
Demarai Gray,Y,Leicester City,Southampton vs Leicester City,2018
Kelechi Iheanacho,Y,Leicester City,Southampton vs Leicester City,2018
James Maddison,Y,Leicester City,Southampton vs Leicester City,2018
Ricardo Pereira,Y,Leicester City,Southampton vs Leicester City,2018
Harry Maguire,Y,Leicester City,Southampton vs Leicester City,2018
Daniel Amartey,Y,Leicester City,Southampton vs Leicester City,2018
Nampalys Mendy,Y,Leicester City,Southampton vs Leicester City,2018
Wilfred Ndidi,Y,Leicester City,Southampton vs Leicester City,2018
Ben Hamer,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Terence Kongolo,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Jonathan Hogg,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Philip Billing,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Aaron Mooy,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Adama Diakhaby,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Rajiv van La Parra,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Steve Mounié,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Mathias Jørgensen,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Christopher Schindler,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Florent Hadergjonaj,Y,Huddersfield,Huddersfield vs Cardiff City,2018
Neil Etheridge,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Joe Bennett,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Sean Morrison,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Bruno Ecuele Manga,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Harry Arter,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Joe Ralls,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Kenneth Zohore,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Josh Murphy,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Nathaniel Mendez-Laing,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Víctor Camarasa,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Sol Bamba,Y,Cardiff City,Huddersfield vs Cardiff City,2018
Asmir Begović,Y,Bournemouth,Bournemouth vs Everton,2018
Steve Cook,Y,Bournemouth,Bournemouth vs Everton,2018
Dan Gosling,Y,Bournemouth,Bournemouth vs Everton,2018
Nathan Aké,Y,Bournemouth,Bournemouth vs Everton,2018
Andrew Surman,Y,Bournemouth,Bournemouth vs Everton,2018
Charlie Daniels,Y,Bournemouth,Bournemouth vs Everton,2018
Callum Wilson,Y,Bournemouth,Bournemouth vs Everton,2018
Adam Smith,Y,Bournemouth,Bournemouth vs Everton,2018
Joshua King,Y,Bournemouth,Bournemouth vs Everton,2018
David Brooks,Y,Bournemouth,Bournemouth vs Everton,2018
Ryan Fraser,Y,Bournemouth,Bournemouth vs Everton,2018
Jordan Pickford,Y,Everton,Bournemouth vs Everton,2018
Mason Holgate,Y,Everton,Bournemouth vs Everton,2018
Leighton Baines,Y,Everton,Bournemouth vs Everton,2018
Michael Keane,Y,Everton,Bournemouth vs Everton,2018
Gylfi Sigurðsson,Y,Everton,Bournemouth vs Everton,2018
Theo Walcott,Y,Everton,Bournemouth vs Everton,2018
Cenk Tosun,Y,Everton,Bournemouth vs Everton,2018
Idrissa Gana Gueye,Y,Everton,Bournemouth vs Everton,2018
Séamus Coleman,Y,Everton,Bournemouth vs Everton,2018
Tom Davies,Y,Everton,Bournemouth vs Everton,2018
Richarlison,Y,Everton,Bournemouth vs Everton,2018
Alisson,Y,Liverpool,Liverpool vs Brighton,2018
Virgil van Dijk,Y,Liverpool,Liverpool vs Brighton,2018
Georginio Wijnaldum,Y,Liverpool,Liverpool vs Brighton,2018
James Milner,Y,Liverpool,Liverpool vs Brighton,2018
Naby Keïta,Y,Liverpool,Liverpool vs Brighton,2018
Roberto Firmino,Y,Liverpool,Liverpool vs Brighton,2018
Sadio Mané,Y,Liverpool,Liverpool vs Brighton,2018
Mohamed Salah,Y,Liverpool,Liverpool vs Brighton,2018
Joe Gomez,Y,Liverpool,Liverpool vs Brighton,2018
Andrew Robertson,Y,Liverpool,Liverpool vs Brighton,2018
Trent Alexander-Arnold,Y,Liverpool,Liverpool vs Brighton,2018
Mathew Ryan,Y,Brighton,Liverpool vs Brighton,2018
Gaëtan Bong,Y,Brighton,Liverpool vs Brighton,2018
Shane Duffy,Y,Brighton,Liverpool vs Brighton,2018
Dale Stephens,Y,Brighton,Liverpool vs Brighton,2018
Yves Bissouma,Y,Brighton,Liverpool vs Brighton,2018
Anthony Knockaert,Y,Brighton,Liverpool vs Brighton,2018
Leon Balogun,Y,Brighton,Liverpool vs Brighton,2018
Glenn Murray,Y,Brighton,Liverpool vs Brighton,2018
Solly March,Y,Brighton,Liverpool vs Brighton,2018
Martín Montoya,Y,Brighton,Liverpool vs Brighton,2018
Davy Pröpper,Y,Brighton,Liverpool vs Brighton,2018
Ben Foster,Y,Watford,Watford vs Crystal Palace,2018
Daryl Janmaat,Y,Watford,Watford vs Crystal Palace,2018
Troy Deeney,Y,Watford,Watford vs Crystal Palace,2018
Craig Cathcart,Y,Watford,Watford vs Crystal Palace,2018
Abdoulaye Doucouré,Y,Watford,Watford vs Crystal Palace,2018
Andre Gray,Y,Watford,Watford vs Crystal Palace,2018
Will Hughes,Y,Watford,Watford vs Crystal Palace,2018
José Holebas,Y,Watford,Watford vs Crystal Palace,2018
Christian Kabasele,Y,Watford,Watford vs Crystal Palace,2018
Étienne Capoue,Y,Watford,Watford vs Crystal Palace,2018
Roberto Pereyra,Y,Watford,Watford vs Crystal Palace,2018
Wayne Hennessey,Y,Crystal Palace,Watford vs Crystal Palace,2018
Joel Ward,Y,Crystal Palace,Watford vs Crystal Palace,2018
Patrick van Aanholt,Y,Crystal Palace,Watford vs Crystal Palace,2018
Luka Milivojević,Y,Crystal Palace,Watford vs Crystal Palace,2018
Andros Townsend,Y,Crystal Palace,Watford vs Crystal Palace,2018
Wilfried Zaha,Y,Crystal Palace,Watford vs Crystal Palace,2018
Mamadou Sakho,Y,Crystal Palace,Watford vs Crystal Palace,2018
Jeffrey Schlupp,Y,Crystal Palace,Watford vs Crystal Palace,2018
Christian Benteke,Y,Crystal Palace,Watford vs Crystal Palace,2018
James McArthur,Y,Crystal Palace,Watford vs Crystal Palace,2018
Martin Kelly,Y,Crystal Palace,Watford vs Crystal Palace,2018
Marcus Bettinelli,Y,Fulham,Fulham vs Burnley,2018
Denis Odoi,Y,Fulham,Fulham vs Burnley,2018
Kevin McDonald,Y,Fulham,Fulham vs Burnley,2018
Aleksandar Mitrović,Y,Fulham,Fulham vs Burnley,2018
Tom Cairney,Y,Fulham,Fulham vs Burnley,2018
André Schürrle,Y,Fulham,Fulham vs Burnley,2018
Luciano Vietto,Y,Fulham,Fulham vs Burnley,2018
Maxime Le Marchand,Y,Fulham,Fulham vs Burnley,2018
Timothy Fosu-Mensah,Y,Fulham,Fulham vs Burnley,2018
Joe Bryan,Y,Fulham,Fulham vs Burnley,2018
Jean Seri,Y,Fulham,Fulham vs Burnley,2018
Joe Hart,Y,Burnley,Fulham vs Burnley,2018
Matthew Lowton,Y,Burnley,Fulham vs Burnley,2018
Jack Cork,Y,Burnley,Fulham vs Burnley,2018
James Tarkowski,Y,Burnley,Fulham vs Burnley,2018
Ben Mee,Y,Burnley,Fulham vs Burnley,2018
Jóhann Berg Guðmundsson,Y,Burnley,Fulham vs Burnley,2018
Chris Wood,Y,Burnley,Fulham vs Burnley,2018
Jeff Hendrick,Y,Burnley,Fulham vs Burnley,2018
Ashley Westwood,Y,Burnley,Fulham vs Burnley,2018
Stephen Ward,Y,Burnley,Fulham vs Burnley,2018
Aaron Lennon,Y,Burnley,Fulham vs Burnley,2018
Martin Dúbravka,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Ciaran Clark,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Paul Dummett,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Ki Sung-yueng,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Fabian Schär,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Jacob Murphy,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Salomón Rondón,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Mohamed Diamé,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Matt Ritchie,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Federico Fernández,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
DeAndre Yedlin,Y,Newcastle Utd,Newcastle Utd vs Chelsea,2018
Kepa Arrizabalaga,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Antonio Rüdiger,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Marcos Alonso,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Jorginho,Y,Chelsea,Newcastle Utd vs Chelsea,2018
N'Golo Kanté,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Eden Hazard,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Pedro,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Mateo Kovačić,Y,Chelsea,Newcastle Utd vs Chelsea,2018
César Azpilicueta,Y,Chelsea,Newcastle Utd vs Chelsea,2018
Álvaro Morata,Y,Chelsea,Newcastle Utd vs Chelsea,2018
David Luiz,Y,Chelsea,Newcastle Utd vs Chelsea,2018
David de Gea,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Phil Jones,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Paul Pogba,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Romelu Lukaku,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Chris Smalling,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Jesse Lingard,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Fred,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Ander Herrera,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Luke Shaw,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Antonio Valencia,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Nemanja Matić,Y,Manchester Utd,Manchester Utd vs Tottenham,2018
Hugo Lloris,Y,Tottenham,Manchester Utd vs Tottenham,2018
Kieran Trippier,Y,Tottenham,Manchester Utd vs Tottenham,2018
Danny Rose,Y,Tottenham,Manchester Utd vs Tottenham,2018
Toby Alderweireld,Y,Tottenham,Manchester Utd vs Tottenham,2018
Jan Vertonghen,Y,Tottenham,Manchester Utd vs Tottenham,2018
Harry Kane,Y,Tottenham,Manchester Utd vs Tottenham,2018
Eric Dier,Y,Tottenham,Manchester Utd vs Tottenham,2018
Mousa Dembélé,Y,Tottenham,Manchester Utd vs Tottenham,2018
Dele Alli,Y,Tottenham,Manchester Utd vs Tottenham,2018
Christian Eriksen,Y,Tottenham,Manchester Utd vs Tottenham,2018
Lucas Moura,Y,Tottenham,Manchester Utd vs Tottenham,2018
Kasper Schmeichel,Y,Leicester City,Leicester City vs Liverpool,2018
Ben Chilwell,Y,Leicester City,Leicester City vs Liverpool,2018
Wes Morgan,Y,Leicester City,Leicester City vs Liverpool,2018
Demarai Gray,Y,Leicester City,Leicester City vs Liverpool,2018
James Maddison,Y,Leicester City,Leicester City vs Liverpool,2018
Marc Albrighton,Y,Leicester City,Leicester City vs Liverpool,2018
Ricardo Pereira,Y,Leicester City,Leicester City vs Liverpool,2018
Harry Maguire,Y,Leicester City,Leicester City vs Liverpool,2018
Nampalys Mendy,Y,Leicester City,Leicester City vs Liverpool,2018
Wilfred Ndidi,Y,Leicester City,Leicester City vs Liverpool,2018
Rachid Ghezzal,Y,Leicester City,Leicester City vs Liverpool,2018
Alisson,Y,Liverpool,Leicester City vs Liverpool,2018
Virgil van Dijk,Y,Liverpool,Leicester City vs Liverpool,2018
Georginio Wijnaldum,Y,Liverpool,Leicester City vs Liverpool,2018
James Milner,Y,Liverpool,Leicester City vs Liverpool,2018
Roberto Firmino,Y,Liverpool,Leicester City vs Liverpool,2018
Sadio Mané,Y,Liverpool,Leicester City vs Liverpool,2018
Mohamed Salah,Y,Liverpool,Leicester City vs Liverpool,2018
Joe Gomez,Y,Liverpool,Leicester City vs Liverpool,2018
Jordan Henderson,Y,Liverpool,Leicester City vs Liverpool,2018
Andrew Robertson,Y,Liverpool,Leicester City vs Liverpool,2018
Trent Alexander-Arnold,Y,Liverpool,Leicester City vs Liverpool,2018
Wayne Hennessey,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Patrick van Aanholt,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Luka Milivojević,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Andros Townsend,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Mamadou Sakho,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Jordan Ayew,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Jeffrey Schlupp,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Christian Benteke,Y,Crystal Palace,Crystal Palace vs Southampton,2018
James McArthur,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Aaron Wan-Bissaka,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Martin Kelly,Y,Crystal Palace,Crystal Palace vs Southampton,2018
Alex McCarthy,Y,Southampton,Crystal Palace vs Southampton,2018
Cédric Soares,Y,Southampton,Crystal Palace vs Southampton,2018
Jannik Vestergaard,Y,Southampton,Crystal Palace vs Southampton,2018
Wesley Hoedt,Y,Southampton,Crystal Palace vs Southampton,2018
Shane Long,Y,Southampton,Crystal Palace vs Southampton,2018
Danny Ings,Y,Southampton,Crystal Palace vs Southampton,2018
Mohamed Elyounoussi,Y,Southampton,Crystal Palace vs Southampton,2018
Mario Lemina,Y,Southampton,Crystal Palace vs Southampton,2018
Ryan Bertrand,Y,Southampton,Crystal Palace vs Southampton,2018
Nathan Redmond,Y,Southampton,Crystal Palace vs Southampton,2018
Pierre Højbjerg,Y,Southampton,Crystal Palace vs Southampton,2018
Mathew Ryan,Y,Brighton,Brighton vs Fulham,2018
Gaëtan Bong,Y,Brighton,Brighton vs Fulham,2018
Shane Duffy,Y,Brighton,Brighton vs Fulham,2018
Lewis Dunk,Y,Brighton,Brighton vs Fulham,2018
Dale Stephens,Y,Brighton,Brighton vs Fulham,2018
Anthony Knockaert,Y,Brighton,Brighton vs Fulham,2018
Pascal Groß,Y,Brighton,Brighton vs Fulham,2018
Glenn Murray,Y,Brighton,Brighton vs Fulham,2018
Solly March,Y,Brighton,Brighton vs Fulham,2018
Martín Montoya,Y,Brighton,Brighton vs Fulham,2018
Davy Pröpper,Y,Brighton,Brighton vs Fulham,2018
Marcus Bettinelli,Y,Fulham,Brighton vs Fulham,2018
Denis Odoi,Y,Fulham,Brighton vs Fulham,2018
Kevin McDonald,Y,Fulham,Brighton vs Fulham,2018
Aleksandar Mitrović,Y,Fulham,Brighton vs Fulham,2018
André Schürrle,Y,Fulham,Brighton vs Fulham,2018
Luciano Vietto,Y,Fulham,Brighton vs Fulham,2018
Maxime Le Marchand,Y,Fulham,Brighton vs Fulham,2018
Timothy Fosu-Mensah,Y,Fulham,Brighton vs Fulham,2018
Jean Seri,Y,Fulham,Brighton vs Fulham,2018
Alfie Mawson,Y,Fulham,Brighton vs Fulham,2018
Andre-Frank Zambo Anguissa,Y,Fulham,Brighton vs Fulham,2018
Kepa Arrizabalaga,Y,Chelsea,Chelsea vs Bournemouth,2018
Antonio Rüdiger,Y,Chelsea,Chelsea vs Bournemouth,2018
Marcos Alonso,Y,Chelsea,Chelsea vs Bournemouth,2018
Jorginho,Y,Chelsea,Chelsea vs Bournemouth,2018
N'Golo Kanté,Y,Chelsea,Chelsea vs Bournemouth,2018
Eden Hazard,Y,Chelsea,Chelsea vs Bournemouth,2018
Mateo Kovačić,Y,Chelsea,Chelsea vs Bournemouth,2018
Willian,Y,Chelsea,Chelsea vs Bournemouth,2018
César Azpilicueta,Y,Chelsea,Chelsea vs Bournemouth,2018
Álvaro Morata,Y,Chelsea,Chelsea vs Bournemouth,2018
David Luiz,Y,Chelsea,Chelsea vs Bournemouth,2018
Asmir Begović,Y,Bournemouth,Chelsea vs Bournemouth,2018
Simon Francis,Y,Bournemouth,Chelsea vs Bournemouth,2018
Steve Cook,Y,Bournemouth,Chelsea vs Bournemouth,2018
Dan Gosling,Y,Bournemouth,Chelsea vs Bournemouth,2018
Nathan Aké,Y,Bournemouth,Chelsea vs Bournemouth,2018
Jefferson Lerma,Y,Bournemouth,Chelsea vs Bournemouth,2018
Callum Wilson,Y,Bournemouth,Chelsea vs Bournemouth,2018
Adam Smith,Y,Bournemouth,Chelsea vs Bournemouth,2018
Joshua King,Y,Bournemouth,Chelsea vs Bournemouth,2018
Diego Rico,Y,Bournemouth,Chelsea vs Bournemouth,2018
Ryan Fraser,Y,Bournemouth,Chelsea vs Bournemouth,2018
Jordan Pickford,Y,Everton,Everton vs Huddersfield,2018
Mason Holgate,Y,Everton,Everton vs Huddersfield,2018
Kurt Zouma,Y,Everton,Everton vs Huddersfield,2018
Gylfi Sigurðsson,Y,Everton,Everton vs Huddersfield,2018
Theo Walcott,Y,Everton,Everton vs Huddersfield,2018
Lucas Digne,Y,Everton,Everton vs Huddersfield,2018
Cenk Tosun,Y,Everton,Everton vs Huddersfield,2018
Morgan Schneiderlin,Y,Everton,Everton vs Huddersfield,2018
Séamus Coleman,Y,Everton,Everton vs Huddersfield,2018
Tom Davies,Y,Everton,Everton vs Huddersfield,2018
Dominic Calvert-Lewin,Y,Everton,Everton vs Huddersfield,2018
Jonas Lössl,Y,Huddersfield,Everton vs Huddersfield,2018
Terence Kongolo,Y,Huddersfield,Everton vs Huddersfield,2018
Philip Billing,Y,Huddersfield,Everton vs Huddersfield,2018
Aaron Mooy,Y,Huddersfield,Everton vs Huddersfield,2018
Adama Diakhaby,Y,Huddersfield,Everton vs Huddersfield,2018
Chris Löwe,Y,Huddersfield,Everton vs Huddersfield,2018
Rajiv van La Parra,Y,Huddersfield,Everton vs Huddersfield,2018
Steve Mounié,Y,Huddersfield,Everton vs Huddersfield,2018
Mathias Jørgensen,Y,Huddersfield,Everton vs Huddersfield,2018
Christopher Schindler,Y,Huddersfield,Everton vs Huddersfield,2018
Florent Hadergjonaj,Y,Huddersfield,Everton vs Huddersfield,2018
Łukasz Fabiański,Y,West Ham,West Ham vs Wolves,2018
Aaron Cresswell,Y,West Ham,West Ham vs Wolves,2018
Fabián Balbuena,Y,West Ham,West Ham vs Wolves,2018
Marko Arnautović,Y,West Ham,West Ham vs Wolves,2018
Felipe Anderson,Y,West Ham,West Ham vs Wolves,2018
Robert Snodgrass,Y,West Ham,West Ham vs Wolves,2018
Carlos Sánchez,Y,West Ham,West Ham vs Wolves,2018
Jack Wilshere,Y,West Ham,West Ham vs Wolves,2018
Issa Diop,Y,West Ham,West Ham vs Wolves,2018
Ryan Fredericks,Y,West Ham,West Ham vs Wolves,2018
Michail Antonio,Y,West Ham,West Ham vs Wolves,2018
Rui Patrício,Y,Wolves,West Ham vs Wolves,2018
Matt Doherty,Y,Wolves,West Ham vs Wolves,2018
Ryan Bennett,Y,Wolves,West Ham vs Wolves,2018
Rúben Neves,Y,Wolves,West Ham vs Wolves,2018
Raúl Jiménez,Y,Wolves,West Ham vs Wolves,2018
Hélder Costa,Y,Wolves,West Ham vs Wolves,2018
Willy Boly,Y,Wolves,West Ham vs Wolves,2018
Conor Coady,Y,Wolves,West Ham vs Wolves,2018
Diogo Jota,Y,Wolves,West Ham vs Wolves,2018
Jonny Castro,Y,Wolves,West Ham vs Wolves,2018
João Moutinho,Y,Wolves,West Ham vs Wolves,2018
Ederson,Y,Manchester City,Manchester City vs Newcastle Utd,2018
